"id","id_veh","fecha_ing","costo_mo","kilometraje","pre_repu","det_repar","des_repu"
"443","320","2012-12-21","850","304635","0","reparacion alternador",
"444","137","2012-12-21","250","409538","873","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro de combustible, 7 lts aceite, cont frenos tras, del nivel caja dif, luz"
"445","321","2013-01-07","400","50640","400","reemplazo bujes barra est y de pastillas","2 bujes barra estabilizadora, 1 juego pastillas de freno"
"446","144","2013-01-07","700","287808","990","reemplazo manguera retorno inyector, 4 bujias incand, reparar motor calefac","1 manguera retorno iny, 4 bujias incandescentes, 1 conector bujia, 1 rep motor calefaccion, 1 pipeta agua, 1 refrigerante"
"447","21","2013-01-10","450","154352","500","reemplazo de bobina encendido","bobina"
"448","322","2013-01-09","800","111295","1040","reemplazo bomba embrague","1 bomba embrague, 1 traba palanca embrague"
"449","323","2013-01-08","1000","105182","320","frenos tras, reemplazo correa dist","1 correa dist, 4 cintas frenos tras."
"450","83","2013-01-10","250","58900","360","reemplazo ruleman tras izq","1 kit ruleman tras izq"
"451","324","2013-01-09","300","33232","430","servicio reemplazo pastillas freno y rectificacion de disco","1 juego pastillas, filtros y aceite provistos"
"452","325","2013-01-04","280","54939","673","servicio completo","1 filtro de aire, 1 filtro de aceite, 5 lts aceite, 1 juego pastillas de freno 1 lampar de stop "
"453","326","2013-01-04","2000","22900","1498","reemplazo de junta de tapa de cilindros","1 junta tapa cilindros, juego bulones, 1 junta tapa valvula, retenes de leva, filtro de aceite, aceite, bujias, frenteado de tapa"
"454","322","2013-01-15","1700","111598","890","reemplazo de crapodina emb.","1 crapodina"
"455","3","2013-01-10","xxxx","147500","1700","reemplazÃ³ kit completo de placa disco y carapodina   ","kit de embrague "
"456","123","2013-01-17","200","134433","158","reeplazo manguera tapon","refrig. manguera "
"457","191","2013-01-17","100","162899","204","reemplazo tapa llenado aceite lampara baja","lampara baja tapa llenado acite"
"458","327","2013-01-18","3000","65308","4615","motor completo","reparacion tapa cilindros, 1 juego de aros, 1 juego casquillos biela, 1 junta tapa cilindros, 1 juego bulones, 2 retenes leva, 2 junta carter y valvulas, 5 lts aceite, 4 bujias, 1 termostato, 1 filtro"
"459","328","2013-01-17","600","162258","600","reemplazo bujias","4 bujias"
"460","329","2013-01-16","700","65261","280","reemplazo correa distribucion","1 correa distribucion, 1 correa alternador"
"461","121","2013-01-15","1000","119957","1458","reemplazo correa distribucion y servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5lts aceite, 1 correa distribucion, 1 correa alternador, 1 correa a/a, 1 bomba agua, 1 refrigerante"
"462","330","2013-01-16","400","122341","1100","reemplazo amortiguadores tras","2 amortiguadores traseros"
"463","331","2013-01-18","1200","115020","0","reforma","ninguno"
"464","332","2013-01-17","600","60914","0","-","ninguno"
"465","333","2013-01-17","180","171385","98","reemplazo cable embrague","1 cable embrague"
"466","334","2013-01-04","250","216012","680","servicio","1 antiruido, 1 filtro combustible, 1 filtro aceite, 7 lts aceite"
"467","149","2013-01-14","200","80622","1225","servicio y reemplazo rotula","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5lts aceite, 1 rotula"
"468","335","2013-01-11","250","35422","456","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5lts aceite"
"469","336","2013-01-15","400","120041","740","reemplazo bujes y taco motor","4 bujes insonorizador, 1 taco"
"470","322","2013-01-15","1800","111598","890","reemplazo crapodina","1 crapodina embrague"
"471","337","2013-01-11","300","104089","875","servicio y reemplazo bujias","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5lts aceite, 4 bujias"
"472","338","2013-01-09","100","95203","100","reemplazo tapon","1 refrigerante, 1 tapon"
"473","195","2013-01-10","450","148224","650","servicio, reemplazo paleta electro","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5lts aceite, 1 paleta electro"
"474","339","2013-01-09","600","139650","945","reemplazo pipeta","1 pipeta completa, 1 refrigerante"
"475","264","2013-01-21","200","28151","80","reparar chapon reemplazo lampara baja ","1 lampara baja "
"476","92","2013-01-21","300","98581","473","reemplazo de aceite filtros aire comb. aceite ","filtros aire comb. aceite aire aceite "
"477","227","2013-01-23","250","76683","200","reemplazo termostato","termostato y refrig"
"478","305","2013-01-23","800","83915","680","reeplazo horquilla emb.","horquilla emb. cable emb. grasa caja mang. venteo crapodina emb."
"479","156","2013-01-24","250","119869","260","reemplazo de termosto","termostato y refrig"
"480","195","2013-01-24","450","149569","440","reemplazo de bujias inc. ","4 bujias "
"481","330","2013-01-25","700","122453","2020","reemplazo de amort. del y bobina encendido","1 bobina 2 amortiguadores del . "
"482","340","2013-01-24","800","103645","0","reemplazo correa distribucion (provista)","-"
"483","341","2012-04-24","650","8797","0","reparacion motor de arranque","-"
"484","341","2013-01-22","500","17015","810","reemplazo kit palanca cambio, parrilla suspencion der, bieleta est der.","kit palanca cambio, parrilla suspencion der, bieleta est der"
"485","342","2013-01-22","500","153282","1760","reemplazo de palier","1 palier, 1 kit ruleman"
"486","343","2013-01-19","300","132232","350","reemplazo modulo encendido","1 modulo encendido"
"487","344","2013-01-18","800","135168","0","reemplazo bomba direccion (provista)","-"
"488","345","2013-01-17","400","129274","585","servicio, reemplazo flexible","1 flexible, 1 filtro de aire, 1 filtro de aceite, 1 filtro combustible, 5 lts aceite."
"489","346","2013-01-23","300","43164","730","servicio, reemplazo pastillas de freno","4 balanceos, 1 filtro combustible, 1 filtro aceite, 1 juego pastillas, 4 lts aceite."
"490","347","2013-01-22","400","220797","546","servicio","1 filtro aceite, 7 lts aceite"
"491","348","2013-01-24","600","119923","600","reemplazo bombin embrague","1 carga aire acondicionado"
"492","137","2013-01-17","500","413009","1800","reemplazo optica del izq, cable apertura capot","1 optica del izq, 1 cable apertura capot"
"493","130","2013-01-11","450","246705","25","limpieza motor de arranque","2 maxi fusibles"
"494","339","2013-01-07","600","77000","885","reemplazo de pipeta porta termostato","1 pipeta porta termostato, 1 refrigerante"
"495","33","2013-01-30","800","157297","300","reemplazo de correa dist  y alternador","correa dist. alt."
"496","27","2013-01-30","500","173759","440","reemplazo de bomba de agua ","1 bomba de agua y refrig."
"497","127","2013-02-01","250","170634","250","reemplazo ruleman rueda tras. dercha","1 ruleman rueda"
"498","239","2013-02-04","600","56413","530","reemplazo de bomba de agua ","1 bomba de agua y refrig."
"499","93","2013-02-05","200","54209","128","reemplazo estremo dirc","1 estremo dercho"
"500","123","2013-02-05","1000","134972","1470","reemplazo kit. emb. y reten semieje ","kit enb. reten "
"501","61","2013-02-08","350","80422","330","reemplazo te termostato y pipeta","termstato y pipeta "
"502","114","2013-02-14","300","24878","600","control general del aÃ±o reemplazo de aceite y filtro control de a/c completar carga proximo contol ","aceite y filtro carga a/c"
"503","5","2013-02-06","1000","153106","7640","reemplazo de 4 inyectores, cambio de aceite y filtro de aceite","1 filtro de aceite, 5 lts aceite, 4 inyectores"
"504","231","2013-02-06","500","298255","1430","servicio, reemplazo de 2 bieletas, reemplazo de tapa llenado de aciete y juego de pastillas de freno","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 7 lts aceite, 1 manguera venteo, 2 bieletas, 1 tapa llenado de aceite, 1 juego de pastillas de freno"
"505","349","2013-02-07","0","79936","250","agregar 1/2 l de aceite, rotacion y balanceo","1/2 litro de aceite"
"506","350","2013-02-06","800","151081","910","reemplazo de correa de distribucion, alternador y taco de motor","1 correa distribucion, 1 correa alternador, 1 taco motor"
"507","351","2013-02-06","400","40425","750","servicio, reemplazo pastillas y balanceo","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 4 lts aceite, 1 juego de pastillas, 4 balanceos"
"508","34","2013-02-07","300","171002","955","servicio y reemplazo pastillas de freno","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 5 lts aceite, 1 juego de pastillas"
"509","352","2013-02-07","500","89795","3140","servicio","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 5 lts aceite, 1 faro trasero, rotacion y balanceo"
"510","353","2013-02-14","250","17468","379","servicio","1 filtro de aire, 1 filtro de aceite, 5 lts aceite"
"511","353","2013-01-29","850","19129","0","desarmar distribucion por perdida","ninguno"
"512","354","2013-02-01","500","320271","610","reemplazo reten diferencial, ruleman aire acondicionado, ruleman tensores","1 reten diferencial, 2 lts grasa diferencial, 1 ruleman a/a, 2 ruleman tensores"
"513","355","2013-02-04","150","72571","180","reemplazo de bujias","4 bujias"
"514","356","2013-02-01","300","161221","210","arranque","1 juego de carbones, 2 bujes"
"515","357","2013-02-04","400","175029","1040","servicio","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 5 lts elaion sint 5w40, 1 lampara patente"
"516","358","2013-02-05","200","10223","0","limpieza frenos traseros","ninguno"
"517","212","2013-01-30","300","106012","275","reemplazo codo manguera, caÃ±o agua","1 codo manguera, 1 caÃ±o agua, 1 refrigerante"
"518","18","2013-02-04","700","92787","1160","reemplazo de bomba de agua","1 bomba de agua, 1 polea, 1 correa alternador, 1 refrigerante"
"519","118","2013-02-01","500","74479","655","servicio, reemplazo deposito de agua","1 filtro de aire, 1 filtro de aceite, 5 lts. aceite, 1 deposito de agua, 1 bulbo marcha atras"
"520","351","2013-01-30","1800","40328","1150","reemplazo de embrague y correas de alternador y distribucion","1 kit de embrague, 1 correa de distribucion, 1 correa alternador"
"521","359","2013-02-08","250","83701","0","limpieza de circuito","ninguno"
"522","360","2013-02-13","900","14298","0","reparacion perdida","ninguno"
"523","180","2013-02-14","350","122160","800","reemplazo de precap, extremo, juego de pastillas y alineacion","1 juego de pastillas, 1 precap, 1 estremo, 1 alineacion"
"524","114","2013-02-13","300","24878","310","cambio aceite y filtro aceite","1 filtro de aceite, 5 lts. aceite"
"525","160","2013-02-08","300","21851","635","reemplazo termostato y deposito, limpieza del circuito","1 termostato, 1 deposito, 1 limpieza de circuito"
"526","361","2013-02-13","700","43723","1390","servicio","1 filtro de aire, 1 filtro de aceite, 6 lts. aceite 145"
"527","215","2013-02-19","250","244864","200","reemplazo de correa dist. y tensor","tensor correa alt."
"528","202","2013-02-19","200","65083","80","reemplazo de cil. de freno","cil. de freno"
"529","44","2013-02-19","350","140712","855","servicio completo","2 l de refrigerante, 1 filtro de aire, 1 filtro de aceite, 1 filtro de combustible, 7 lts aceite"
"530","362","2013-02-19","300","134306","1060","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro de combustible, 5 lts de aceite"
"531","186","2013-02-18","400","60368","947","servicio","1 filtro de aire, 1 filtro de aceite,  5 lts de aceite, rotacion y balanceo"
"532","28","2013-02-19","1150","94662","0","reparacion alternador","ninguno"
"533","322","2013-02-16","1000","115904","2050","servicio, pastillas de freno, reemplazo radiador","1 juego de pastillas, 1 filtro de aire, 1 filtro de aceite, 1 filtro de combustible, 7 lts de aceite, 2 refrigerantes, 2 rectificacion discos"
"534","363","2013-02-13","1000","150603","0","reemplazo correa distribucion, control aire acondicionado, roto el condensador","ninguno"
"535","364","2013-02-08","300","128318","850","servicio","1 filtro de aire, 1 filtro de aceite, 1 filtro de combustible, 7 lts de aceite"
"536","298","2013-02-18","400","65093","0","control general","ninguno"
"538","132","2013-02-18","350","496155","690","reemplazo bomba de freno","1/2 liquido de freno, 1 bomba de freno, 1 tapa deposito lavaparabrisas, 1 tapa llenado de agua"
"539","130","2013-02-05","250","248452","1085","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 7 lts aceite, 2 lts grasa diferencial"
"540","134","2013-02-05","800","331991","2500","reemplazo rulemanes traseros, reparacion cremallera","2 kit rulemanes traseros, 1 alineacion, 1 juego pastillas, 1 reparacion cremallera, 1 radiador auxiliar, 1 refrigerante"
"541","321","2013-02-04","850","55370","870","reemplazo correas dist y alt","1 correa alternador, 1 correa distribucion, 1 tensor original"
"542","129","2013-01-29","400","204643","710","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 2 escobillas, reparacion deposito lavaparabrisa"
"543","177","2013-01-30","800","286357","1330","reemplazo rotulas","1 alineacion, 2 rotulas, 3 lts grasa, 1 kit bujes palanca"
"544","123","2013-02-21","400","135481","640","reemplazo de bujias calentamiento ","4 bujias originales"
"545","316","2013-02-26","500","105211","470","reemplazo de bomba de agua ","bomba de agua refrig. "
"546","366","2013-02-26","300","77732","1192","reemplazo bobina, cables y bujias","bobina, cables y bujias"
"547","367","2013-02-26","1000","154453","3570","servicio y reemplazo de 2 amortiguadores del, 1 rotula inferior, 1 viscoso ventilador","1 filtro de aire, 1 filtro de combustible, 1 filtro de aceite, 7 lts aceite, 2 amortiguadores del, 1 rotula inferior, 1 viscoso ventilador"
"548","368","2013-02-25","1000","12510","1510","reemplazo correa distribucion y alternador, frenos traseros","2 cilindros frenos traseros, 2 cintas y camp tras, 1 tensor aut, 1 tensor fijo, 1 corre distr, 1 correa alt"
"549","369","2013-02-21","700","39624","941","servicio, limpieza circuito, reemplazo termostato","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 1 limpieza, 1 termostato"
"550","328","2013-02-22","800","164174","960","reemplazo correa distribucion","1 correa dist, 1 correa alt, 1 tensor alt aut, 1 tensor fijo"
"551","370","2013-02-22","300","55296","1040","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 8 lts aceite sint 15w40"
"552","71","2013-02-22","250","71105","500","servicio","1 filtro aceite, 1 filtro aire, 1 filtro combustible, 5 lts aceite"
"553","371","2013-02-21","600","128011","710","reemplazo bomba agua","1 bomba agua, 1 refrigerante, 1 reten aceite"
"554","141","2013-02-25","400","203564","400","reemplazo de bujias","4 bujias"
"555","206","2013-02-26","8000","131366","18020","motor","3 limpieza inyectores, 1 inyector nuevo, 1 piston, 1 juego junta motor, 1 reten distribucion, 1 reten dist, 1 reten bancada, 1 filtro aire, 1 filtro comb, 1 filtro aceite, 1 juego bulones, 2 refrigera"
"556","196","2013-02-14","250","59386","280","reemplazo emisor","1 emisor"
"557","372","2013-03-07","800","77187","0","reemplazo de correas distribucion y alternador","ningun"
"558","373","2013-03-07","500","128733","640","reemplazo bujias","4 bujias"
"559","28","2013-03-06","350","95085","380","reemplazo deposito de agua, manguera agua, junta tapa valvulas","1 deposito agua, 1 junta tapa valvulas, 1 manguera"
"560","374","2013-03-07","1800","319201","4180","limpieza inyectores, limpieza circuito, reemplazo filtro combustible","6 limpieza inyectores, 1 limpieza circuito, 1 filtro combustible"
"561","375","2013-03-07","450","184459","0","purgado bomba embrague","ninguno"
"562","223","2013-03-05","600","366779","789","servicio, arranque","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, 2 bujes, 1 juego carbones, rectificar colector"
"563","376","2013-03-04","140","24466","110","reemplazo flexible","1 flexible"
"564","88","2013-03-01","350","99182","690","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, 1 bujia"
"565","377","2013-02-26","300","40487","775","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, 1 juego pastillas"
"566","378","2013-02-26","300","150000","330","reemplazo bujias","4 bujias"
"567","184","2013-03-05","250","123907","780","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 7 lts aceite"
"568","181","2013-03-05","450","134832","1000","servicio y diagnostico","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, 1 zonda landa"
"569","179","2013-03-04","600","101619","1685","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, filtro de polen y 2 escobillas"
"570","379","2013-03-01","200","99489","450","reemplazo pastillas","1 juego pastillas"
"571","380","2013-03-04","300","25359","868","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, pastillas de freno y balanceo, 1 lampara baja"
"572","381","2013-02-26","500","186298","820","remmplazo bobina encendido, aceite y filtro aceite","1 bobina encendido, 1 filtro aceite, 5 lts aceite"
"573","382","2013-02-28","550","44700","330","reemplazo de bujias y juego de cables","4 bujias, 1 juego cables"
"574","84","2013-02-26","650","193584","1520","reemplazo amortiguadores y un extremo","2 amortiguadores del, 1 extremo direccion izq"
"575","383","2013-03-08","1050","108182","530","reemplazo correa dist","1 correa distribucion, alternador, 1 zonda landa"
"576","277","2013-03-14","300","111325","450","reemplazo pipeta de agua ","pipeta de agua "
"577","163","2013-03-26","250","112940","518","control y cambios de aceite,filtro aceite y aire"," 5 lts aceite,filtro aceite y aire"
"578","264","2013-03-27","200","30324","388","reemplazo de pastillas ","1 juego de pastillas freno"
"579","264","2013-03-27","200","30324","388","reemplazo de pastillas ","1 juego de pastillas freno"
"580","44","2013-03-26","1600","142845","925","reemplazo crapodina embrague","1 crapodina embrague, 1/2 grasa caja"
"581","384","2013-03-25","1000","67702","1550","reemplazo de embrague y crapodina","1 kit embrague y crapodina"
"582","96","2013-03-25","200","88589","260","reemplazo pastillas freno","1 juego pastillas"
"583","385","2013-03-25","1400","176568","2670","reemplazo flexibles, embrague, retenes de semieje","2 flexibles, 1 kit embrague, 2 retenes semieje, 1 guia directa, 3 lts grasa caja"
"584","52","2013-03-22","700","25457","2285","reemplazo amortiguadores y bieletas, servicio","2 amortiguadores, 2 bieletas, 1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 juego cables bujias"
"585","111","2013-03-21","250","188167","820","servicio","1 filtro aceite, 1 filtro aire, 7 lts aceite"
"586","386","2013-03-19","600","92402","1000","pastillas delanteras, traseras, rectificacion discos delanteros","1 pastillas delanteras, 1 traseras, 2 rectificacion discos delanteros"
"587","174","2013-03-28","600","90232","740","reemplazo de pastillas de freno y ruleman del izq.","masa del ruleman del izq. pastillas de freno "
"588","3","2013-03-28","xxx","150000","xxxxx","cambio de aceite ,filtro de aceite,de aire y de combustible, cambio de 2 vieletas de barra de barra ","5 litros de aceite, filtro de aceite,de aire y de combustible ,cambio de 2 vieletas de barra de barra estabilizadora delantera "
"589","384","2013-03-18","120","58771","290","reemplazo valvula calefaccion","1 valvula calefaccion, 1 refrigerante"
"590","385","2012-12-19","350","175123","880","reemplazo bomba de agua","1 bomba agua, 1 cuerpo, 1 termostato, 1 limpieza circuito"
"591","387","2013-03-18","400","124940","100","reemplazo junta tapa valvulas","1 junta tapa valvulas"
"592","118","2013-03-15","250","77007","170","reemplazo junta termostato","1 junta porta termostato, 1 junta termostato, 1 refrigerante"
"593","198","2013-03-15","600","4093","1538","reemplazo cremallera direccion y taco caja, servicio.","1 cremallera direccion, 1 taco caja, 1 filtro aceite, 1 filtro aire, 4 lts aceite, 1 alineacion"
"594","388","2013-03-19","1000","137716","1457","servicio, reemplazo kit distribucion, correa direccion, bateria","1 filtro aceite, 1 filtro aire, 1 filtro combustible, 5 lts aceite, 1 kit distribucion, 1 correa direccion, 2 tensores correas alt y dir, 1 bateria"
"595","102","2013-03-19","600","81884","540","reemplazo bomba agua","1 bumba agua, 1 refrigerante"
"596","389","2013-03-13","250","30634","608","servicio","1 filtro aceite, 1 filtro aire, 1 filtro combustible, 5 lts aceite, 4 balanceo"
"597","390","2013-03-12","480","141346","470","reemplazo bomba agua","1 bomba agua, 1 refrigerante"
"598","391","2013-03-19","2500","27545","4010","reparacion tapa cilindros","1 reparacion tapa, 1 junta tapa, 1 juego bulones, 1 kit distribucion, 1 bomba agua, 1 homocinetica, 2 refrigerante."
"599","392","2008-08-22","150","145335","260","reemplazo correa distribucion","1 correa distribucion, 1 tensor"
"600","393","2013-03-19","300","30049","935","servicio","1 filtro aceite, 1 filtro aire, 1 filtro combustible, 5 lts aceite sint 5w40"
"601","394","2013-03-18","600","164708","940","reemplazo reten semieje, bujias, bieletas y juego de cables","1 reten semieje, 1/2 grasa caja, 2 bieletas, 4 bujias, 1 juego cables"
"602","317","2013-03-19","400","107000","870","reemplazo pastillas, rectificacion discos, tren delantero","1 juego pastillas, 2 bujes grandes, 1 buje chico, 2 rectif discos"
"603","395","2013-01-28","7500","130056","2800","rectificar ciguenial","rectificar ciguenial, casquillos biela y bancada, reten distribucion y bancada, 1 filtro aceite, 5 lts aceite, junta carter"
"604","216","2013-03-19","600","100013","2084","reemplazo bujias, servicio, llenado de fluidos","3 lts grasa caja, 2 lts dif, 1 filtro aire, 1 filtro aceite, 4 bujias, 1 juego pastillas, 5 lts aceite sintetico 5w30"
"605","396","2013-03-14","300","13591","513","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite, 4 balanceos "
"606","397","2013-03-13","500","144023","340","reemplazo termostato","1 termostato, 1 refrigerante"
"607","398","2013-02-19","800","38536","860","reemplazo correa distribucion","1 correa distribucion, 1 carga aire acondicionado y 1 filtro de polen"
"608","399","2013-03-14","800","73582","460","reemplazo bomba de agua","1 bomba de agua, 1 refrigerante"
"609","87","2013-03-13","350","7299","360","reemplazo junta termostato, aceite y filtro","1 junta termostato, 1 filtro aceite, 5 lts aceite."
"610","400","2013-03-11","300","16378","550","servicio","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"611","401","2013-03-11","600","103164","0","limpieza valvula engranada","ninguno"
"612","359","2013-03-13","250","84352","0","alineacion y balanceo","ninguno"
"613","402","2013-03-11","250","26835","70","reemplazo junta tapa valvulas","1 junta tapa valvulas"
"614","403","2013-03-09","2500","54991","1980","reparacion tapa cilindros","1 reparacion tapa cilindros, 1 junta tapa cilindros, 1 junta multiple admision y escape, 1 reten leva, 1 juego bulones tapa, 1 refrigerante"
"615","404","2013-03-08","280","100228","480","reemplazo polea ciguenial","1 polea ciguenial orig"
"616","130","2013-03-22","250","256460","847","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 7 lts aceite"
"617","405","2013-03-19","700","257091","2288","reemplazo amortiguadores del, y 2 rotulas","2 amortiguadores delanteros, 2 casoletas, 2 rotulas, alineacion"
"618","137","2013-03-18","2500","417659","2475","reemplazo reten directa, brazo auxiliar, brazo picman","1 alienacion, 1 brazo picman, 1 brazo auxiliar, 1 reten directa, 3 lts grasa caja "
"619","406","2013-03-15","400","52523","580","reemplazo juego de pastillas, manguera turbo","1 juego pastillas, 1 manguera turbo"
"620","407","2013-03-12","250","332674","540","servicio","1 filtro aceite, 7 lts aceite, 1 lampara stop"
"621","144","2013-03-11","600","293004","820","reemplazo rulemanes traseros, manguera venteo y bulbo aceite","2 kit rulemanes traseros, 1 manguera venteo, 1 bulbo aceite."
"622","130","2013-03-11","400","253000","770","remmplazo sensor velocidad","1 sensor de velocidad"
"623","408","2013-03-06","2400","175971","770","reemplazo de placa disco y crapodina, frenos traseros completos","1 juego pastillas, frenos traseros"
"624","138","2013-03-05","500","119645","1060.90","reemplazo tensor aut, deposito y manguera de agua","1 tensor aut, 1 deposito agua, 1 manguera agua, 1 refrigerante"
"625","134","2013-03-05","300","335951","730","1 intercambiador, limpieza circuito con aceite","1 intercambiador, 1 limpieza circuito con aceite, 1 liquido"
"626","132","2013-02-28","200","497631","380","reemplazo bujias","4 bujias"
"627","84","2013-03-27","100","195094","320","cambio aceite","1 filtro aceite, 5 lts aceite"
"628","409","2013-03-27","350","81933","450","reemplazo correa poli v","reten selector, 1/2l aceite, 1 correa poli v"
"629","170","2013-03-26","300","70475","965","servicio, reparacion escape","1 filtro aire, 1 filtro aceite, 1 reparacion escape, 5 lts aceite"
"630","410","2013-03-25","150","180958","290","reemplazo manguera agua, limpieza circuito","1 manguera agua, limpieza circuito"
"631","36","2013-03-26","0","79471","710","cambio aceite y filtro","1 filtro aire, 1 filtro aceite, 5 lts aceite"
"632","46","2013-03-18","900","171452","1380","reemplazo taco motor y bieletas","1 lampara baja, 1 taco motor, 2 bieletas orig, 1 alineacion "
"633","411","2013-04-03","150","76866","500","reemplazo aceite y filtro aire comb.","filtros aire cob. aceite y aceite de motor"
"634","169","2013-04-05","1500","304568","1190","reemplazo crapodina emb.","bulbo de temperatura y crapodina emb."
"635","83","2013-04-05","300","40799","415","reemplazo de filtros y aceite","filtro aire aceite y aceite de motor"
"636","412","2013-04-04","300","117208","520","reemplazo resistencia electro, sensor temperatura","1 sensor temperatura, 1 resistencia electro"
"637","413","2013-04-05","1300","164424","220","reemplazo reten de leva y 1 bujia","1 reten leva, 1 bujia"
"638","414","2013-04-03","1100","157320","1170","reemplazo correas dist , alt, direcc, junta tapa valvula","1 tensor dist, 1 tensor distr, 1 correa alt, 1 correa direc, 1 junta tapa valvula"
"639","415","2013-04-03","1000","38921","1365","reemplazo correa dist, tapones leva","1 diag, 1 correa dist, 1 correa alt, 2 tapones leva, 1 tensor correa, 1 1 ckp"
"640","298","2013-03-29","400","68843","675","servicio, reemplazo reten selectora","1 filtro aire, 1 filtro aceite, 5 lts aceite, 1 reten selectora, 2 lts grasa"
"641","416","2013-03-28","0","104388","350","aceite y filtro","1 filtro aceite, 5 lts aceite"
"642","94","2013-04-05","1000","191652","420","reemplazo bomba agua","1 bomba agua, 1 refrigerante"
"643","417","2013-04-05","1000","110887","470","reemplazo correas dis y alt","1 correa distrib, 1 correa alter"
"644","219","2013-04-16","450","144974","0","reemplazo de filtros todos y aceite motor manguera de turbo provisto","provisto"
"645","398","2013-04-17","350","39175","0","rotacion y balanceo y controlar alineacion","0"
"646","391","2013-04-19","1000","28319","2100","reemplazo emb. completo","placa y disco"
"647","409","2013-04-23","400","82460","510","reemplazo de bomba de agua ","bomba de agua y liquido refrigerante "
"648","418","2013-04-22","400","25622","500","reemplazo pipetea y termostato","pipetea y termostato"
"649","209","2013-04-24","450","81633","933","reemplazo de filtros aire aceite aceite de motor pastillas de freno tras","filtros aire aceite aceite de motor pastillas de freno tras"
"650","87","2013-04-25","350","8433","220","reemplazo de carbones del arranque","carbones y bujes"
"651","113","2013-04-26","750","99368","60","reemplazo de arandela iny.  y calibracio del mismo","arandela iny."
"652","76","2013-04-12","300","29417","0","servicio","provistos"
"653","419","2013-04-12","370","56525","730","reemplazo de termostato, limpieza circuito","1 termostato, 1 limpieza y refrigerante"
"654","413","2013-04-18","800","164471","1436","reemplazo de amortiguadores","2 cazoletas, 2 extremos, 1 crapodina izq, 1 bieleta, 1 pata deposito, 1 goma deposito, 1 alineacion, 1 fuelle semieje"
"655","420","2013-04-18","1000","103569","0","reparacion perdida agua","ninguno"
"656","88","2013-04-09","3500","99703","4030","reemplazo pistones, y junta tapa cilindros","1 juego pistones, 1 junta tapa cilindros, 1 juego bulones tapa cil, 1 reten leva, 5 lts aceite"
"657","421","2013-04-12","700","60838","0","reemplazo distribucion","provistos"
"658","422","2013-04-11","120","26829","440","reemplazo pastillas","1 juego pastillas, 4 balanceos"
"659","423","2013-04-11","450","149737","1190","servicio completo","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 7 lts aceite, 1 juego pastillas"
"660","424","2013-04-15","1800","339200","4030","reemplazo junta multiple, tren delantero, alineacion, electricista","1 junta multiple, 2 bieletas, 2 parrillas suspencion, 1 extremo izq, 1 alineacion, 1 electricista"
"661","259","2013-04-16","300","64517","653","servicio","1 filtro aire, 1 filtro aceite, 1 filtro combustible, 5 lts aceite, 1 lamp stop, 4 balanceos"
"662","425","2013-04-01","150","245760","325","reemplazo bujes y rotulas","2 bujes parrilla comp, 2 rotulas, 2 bujes est, 1 fuelle semieje der."
"663","426","2013-04-10","1200","93367","3150","servicio completo","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 2 amortiguadores del, 1 extremo, 2 escobillas, 1 alineacion, 1 juego pastillas, 1 espejo"
"664","427","2013-04-09","600","132154","1815","servicio, reemplazo tensores cadena dist, tacos goma","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 7 lts aceite, 1 lamp, 2 tensores cadena distribucion, 2 tacos goma"
"665","282","2013-04-10","250","39509","568","servicio","1 filtro aire, 1 filtro combustible, 1 filtro aceite, 5 lts aceite, 2 escobillas"
