id,patente,modeloId,combustible,year,clienteId,createdAt,updatedAt
1044,NRQ630,7,Diesel,2010,829,2019-10-28,2019-10-28
1017,FWN770,21,Nafta,2007,808,2019-10-28,2019-10-28
1037,KGC741,120,Nafta,2014,134,2019-10-28,2019-10-28
1039,HLS136,109,Nafta,2006,814,2019-10-28,2019-10-28
1040,EUQ557,26,Nafta,2007,825,2019-10-28,2019-10-28
1041,GUI481,29,Nafta,2007,826,2019-10-28,2019-10-28
1061,GAH020,26,Nafta,2010,838,2019-10-28,2019-10-28
1062,JHV745,42,Nafta,2009,186,2019-10-28,2019-10-28
1063,MTB519,25,Nafta,2013,839,2019-10-28,2019-10-28
1065,JLP439,9,Nafta,2009,841,2019-10-28,2019-10-28
1064,GHI276,7,Diesel,2003,840,2019-10-28,2019-10-28
1048,GED548,6,Nafta,2006,530,2019-10-28,2019-10-28
1051,LHD336,104,Nafta,2010,832,2019-10-28,2019-10-28
1050,JNN025,82,Nafta,2012,831,2019-10-28,2019-10-28
1056,ESR621,16,Nafta,1999,836,2019-10-28,2019-10-28
1049,GXL897,9,Nafta,2004,657,2019-10-28,2019-10-28
1053,IMA238,29,Nafta,2009,834,2019-10-28,2019-10-28
1052,HOH265,7,Diesel,2012,833,2019-10-28,2019-10-28
1060,LCX579,26,Nafta,2011,528,2019-10-28,2019-10-28
1058,FPA398,26,Nafta,2006,837,2019-10-28,2019-10-28
1014,JBS337,39,Nafta,2012,321,2019-10-28,2019-10-28
1007,MLC305,21,Nafta,2012,802,2019-10-28,2019-10-28
1015,KGZ087,41,Nafta,2012,807,2019-10-28,2019-10-28
1006,KJH816,29,Nafta,2011,801,2019-10-28,2019-10-28
1029,jdx452,122,Nafta,2012,571,2019-10-28,2019-10-28
1005,HXE866,87,Nafta,2016,800,2019-10-28,2019-10-28
1059,JAM423,71,Nafta,2010,299,2019-10-28,2019-10-28
1343,aa057cc,24,Nafta,2017,869,2019-10-28,2019-10-28
980,KDK863,91,Nafta,2014,785,2019-10-28,2019-10-28
1001,KYC900,35,Nafta,2016,798,2019-10-28,2019-10-28
1002,MUB359,33,Nafta,2013,86,2019-10-28,2019-10-28
996,OPZ231,29,Nafta,2014,54,2019-10-28,2019-10-28
1000,JYD491,41,Nafta,2014,270,2019-10-28,2019-10-28
979,ILQ914,26,Nafta,2006,784,2019-10-28,2019-10-28
981,DOC067,7,Diesel,1998,787,2019-10-28,2019-10-28
927,mwd867,29,Nafta,2013,749,2019-10-28,2019-10-28
985,KKY107,71,Nafta,2013,144,2019-10-28,2019-10-28
987,EMK685,16,Nafta,2004,791,2019-10-28,2019-10-28
982,OUK466,82,Nafta,2015,788,2019-10-28,2019-10-28
999,LYO677,35,Nafta,2010,796,2019-10-28,2019-10-28
976,MVE957,114,Diesel,2012,547,2019-10-28,2019-10-28
977,LPB669,7,Diesel,2013,781,2019-10-28,2019-10-28
965,HEE488,24,Nafta,2006,774,2019-10-28,2019-10-28
949,IHX632,21,Nafta,2010,762,2019-10-28,2019-10-28
950,GPS025,71,Nafta,2005,764,2019-10-28,2019-10-28
968,ODN848,7,Diesel,2014,301,2019-10-28,2019-10-28
928,ldv717,35,Nafta,2011,750,2019-10-28,2019-10-28
952,MSJ278,27,Diesel,2012,90,2019-10-28,2019-10-28
964,MSI652,9,Nafta,2012,773,2019-10-28,2019-10-28
993,IFN216,25,Nafta,2010,794,2019-10-28,2019-10-28
951,GUP132,26,Nafta,2006,765,2019-10-28,2019-10-28
992,EYE041,36,Nafta,1997,136,2019-10-28,2019-10-28
988,FKO883,93,Diesel,2002,142,2019-10-28,2019-10-28
932,gsv134,28,Nafta,2006,,2019-10-28,2019-10-28
991,XZU640,73,Nafta,2011,658,2019-10-28,2019-10-28
969,KYS806,82,Nafta,2012,115,2019-10-28,2019-10-28
935,JOP788,29,Nafta,2011,757,2019-10-28,2019-10-28
1009,nko265,25,Nafta,2012,628,2019-10-28,2019-10-28
975,KLN564,82,Nafta,2013,780,2019-10-28,2019-10-28
984,HRQ990,97,Diesel,2009,789,2019-10-28,2019-10-28
989,GZG629,32,Nafta,1997,792,2019-10-28,2019-10-28
944,LWU225,13,Nafta,2009,758,2019-10-28,2019-10-28
926,nme676,103,Diesel,2013,748,2019-10-28,2019-10-28
930,ICV391,25,Nafta,2012,144,2019-10-28,2019-10-28
943,JUQ002,21,Nafta,2010,677,2019-10-28,2019-10-28
970,ENB507,25,Nafta,2007,775,2019-10-28,2019-10-28
962,EXD347,47,Nafta,2004,621,2019-10-28,2019-10-28
978,HDQ129,7,Diesel,2008,782,2019-10-28,2019-10-28
961,FIN852,26,Nafta,2007,770,2019-10-28,2019-10-28
960,KZK509,18,Nafta,2013,769,2019-10-28,2019-10-28
990,CNR588,1,Nafta,1997,793,2019-10-28,2019-10-28
994,MZH723,39,Nafta,2013,140,2019-10-28,2019-10-28
948,LTT182,21,Nafta,2013,53,2019-10-28,2019-10-28
953,MWD850,116,Nafta,2013,1102,2019-10-28,2019-10-28
443,aal007,89,Nafta,1997,752,2019-10-28,2019-10-28
936,GCL644,42,Nafta,2006,,2019-10-28,2019-10-28
941,HVG328,26,Nafta,2009,756,2019-10-28,2019-10-28
959,FSP464,8,Nafta,2004,768,2019-10-28,2019-10-28
940,JPG361,41,Nafta,2011,,2019-10-28,2019-10-28
997,LXT042,116,Nafta,2011,795,2019-10-28,2019-10-28
974,LPC157,91,Nafta,2013,779,2019-10-28,2019-10-28
954,CHX998,32,Nafta,1999,767,2019-10-28,2019-10-28
946,LZC342,27,Diesel,2012,760,2019-10-28,2019-10-28
945,EOS971,26,Nafta,2008,759,2019-10-28,2019-10-28
955,MUR252,41,Nafta,2013,209,2019-10-28,2019-10-28
1013,LSG916,73,Nafta,2012,806,2019-10-28,2019-10-28
998,ibm243,36,Nafta,2010,326,2019-10-28,2019-10-28
963,ICY391,25,Nafta,2012,783,2019-10-28,2019-10-28
922,hln416,71,Nafta,2008,745,2019-10-28,2019-10-28
923,kxv284,82,Nafta,2010,746,2019-10-28,2019-10-28
924,ivy939,21,Nafta,2010,747,2019-10-28,2019-10-28
925,fcv065,29,Nafta,2006,469,2019-10-28,2019-10-28
937,git725,7,Diesel,2010,755,2019-10-28,2019-10-28
995,DSD454,35,Diesel,2001,422,2019-10-28,2019-10-28
957,JRZ564,21,Diesel,2011,761,2019-10-28,2019-10-28
938,ett366,26,Nafta,2006,153,2019-10-28,2019-10-28
939,jbs635,56,Nafta,2010,636,2019-10-28,2019-10-28
615,jdn561,21,Nafta,2007,283,2019-10-28,2019-10-28
920,elx424,29,Nafta,2004,743,2019-10-28,2019-10-28
917,fac044,111,Nafta,2005,740,2019-10-28,2019-10-28
918,dfq843,21,Nafta,2000,741,2019-10-28,2019-10-28
919,cqh782,44,Nafta,1997,742,2019-10-28,2019-10-28
908,fse475,41,Nafta,2006,731,2019-10-28,2019-10-28
921,htu721,6,Nafta,2010,744,2019-10-28,2019-10-28
916,hvv183,29,Nafta,2010,739,2019-10-28,2019-10-28
907,keu059,21,Nafta,2012,730,2019-10-28,2019-10-28
915,ipm870,36,Nafta,2010,738,2019-10-28,2019-10-28
913,mcd821,100,Nafta,2013,736,2019-10-28,2019-10-28
914,hiu828,25,Nafta,2008,737,2019-10-28,2019-10-28
912,fgw661,26,Nafta,2006,735,2019-10-28,2019-10-28
911,dyt292,32,Nafta,2001,734,2019-10-28,2019-10-28
909,khz530,41,Nafta,2009,732,2019-10-28,2019-10-28
910,mlz709,29,Nafta,2012,733,2019-10-28,2019-10-28
905,hbv303,29,Nafta,2009,728,2019-10-28,2019-10-28
906,krs344,36,Nafta,2012,729,2019-10-28,2019-10-28
894,lor284,6,Nafta,2011,719,2019-10-28,2019-10-28
888,kbc421,56,Nafta,2011,714,2019-10-28,2019-10-28
889,gye672,26,Nafta,2004,715,2019-10-28,2019-10-28
890,dfv128,32,Nafta,2000,243,2019-10-28,2019-10-28
895,joz149,29,Nafta,2011,720,2019-10-28,2019-10-28
896,cel008,32,Nafta,1998,721,2019-10-28,2019-10-28
904,hcp228,31,Nafta,2006,727,2019-10-28,2019-10-28
899,efm154,29,Nafta,2010,723,2019-10-28,2019-10-28
900,jnm634,29,Nafta,2007,724,2019-10-28,2019-10-28
898,lxk403,25,Nafta,2012,722,2019-10-28,2019-10-28
903,lka261,7,Diesel,2011,194,2019-10-28,2019-10-28
901,ivc166,7,Diesel,2008,725,2019-10-28,2019-10-28
892,fqf138,27,Diesel,2002,351,2019-10-28,2019-10-28
891,exq214,108,Diesel,2006,716,2019-10-28,2019-10-28
902,fzw343,26,Nafta,2003,726,2019-10-28,2019-10-28
887,emk234,29,Nafta,2007,713,2019-10-28,2019-10-28
882,ekz813,21,Nafta,2004,709,2019-10-28,2019-10-28
893,ixw340,6,Nafta,2010,718,2019-10-28,2019-10-28
886,ebh050,7,Diesel,2007,712,2019-10-28,2019-10-28
884,irs223,26,Nafta,2012,711,2019-10-28,2019-10-28
885,jxy494,91,Nafta,2011,86,2019-10-28,2019-10-28
881,etc544,25,Nafta,2001,708,2019-10-28,2019-10-28
873,ipm427,25,Nafta,2010,704,2019-10-28,2019-10-28
874,kwl539,21,Nafta,2010,617,2019-10-28,2019-10-28
872,mux878,2,Nafta,2013,703,2019-10-28,2019-10-28
871,jou658,33,Nafta,2010,282,2019-10-28,2019-10-28
875,lfg463,116,Nafta,2012,320,2019-10-28,2019-10-28
879,fin769,25,Nafta,2006,706,2019-10-28,2019-10-28
880,lcx581,26,Nafta,2010,707,2019-10-28,2019-10-28
870,cyb748,25,Nafta,1999,328,2019-10-28,2019-10-28
876,ltw277,6,Nafta,2012,246,2019-10-28,2019-10-28
866,ivr981,29,Nafta,2010,198,2019-10-28,2019-10-28
869,kkc653,16,Nafta,2011,702,2019-10-28,2019-10-28
867,ebk888,21,Nafta,2010,701,2019-10-28,2019-10-28
868,lfj056,60,Nafta,2009,205,2019-10-28,2019-10-28
883,jpq565,65,Nafta,2005,710,2019-10-28,2019-10-28
846,knd270,29,Nafta,2012,694,2019-10-28,2019-10-28
878,dpw618,45,Diesel,2001,705,2019-10-28,2019-10-28
852,lrg627,75,Nafta,2012,691,2019-10-28,2019-10-28
413,ckc569,27,Diesel,2006,700,2019-10-28,2019-10-28
859,dve869,44,Nafta,2001,130,2019-10-28,2019-10-28
854,inu613,21,Nafta,2010,319,2019-10-28,2019-10-28
853,kwb104,21,Nafta,2013,574,2019-10-28,2019-10-28
856,sbs639,106,Nafta,1996,665,2019-10-28,2019-10-28
858,nme690,59,Nafta,2012,17,2019-10-28,2019-10-28
863,ljd337,29,Nafta,2014,695,2019-10-28,2019-10-28
857,fnv132,6,Nafta,2010,79,2019-10-28,2019-10-28
855,len698,73,Nafta,2010,134,2019-10-28,2019-10-28
862,hxw643,34,Diesel,2008,697,2019-10-28,2019-10-28
864,heo765,7,Diesel,2010,698,2019-10-28,2019-10-28
847,hhl764,25,Nafta,2009,686,2019-10-28,2019-10-28
849,ley558,39,Nafta,2010,688,2019-10-28,2019-10-28
850,fev231,16,Nafta,2005,689,2019-10-28,2019-10-28
837,hxq927,29,Nafta,2009,679,2019-10-28,2019-10-28
838,mpx477,9,Nafta,2011,154,2019-10-28,2019-10-28
848,mnq564,25,Nafta,2011,687,2019-10-28,2019-10-28
85,dnb368,45,Diesel,2002,690,2019-10-28,2019-10-28
865,iib750,29,Nafta,2010,699,2019-10-28,2019-10-28
841,fbj720,7,Diesel,2005,681,2019-10-28,2019-10-28
842,jxr650,9,Nafta,2010,474,2019-10-28,2019-10-28
839,jts552,6,Nafta,2011,523,2019-10-28,2019-10-28
840,iuj203,82,Nafta,2010,680,2019-10-28,2019-10-28
843,imc631,25,Nafta,2007,682,2019-10-28,2019-10-28
861,deq012,64,Nafta,2000,693,2019-10-28,2019-10-28
844,iae614,27,Diesel,2010,683,2019-10-28,2019-10-28
845,myx260,36,Nafta,2014,178,2019-10-28,2019-10-28
642,frn062,60,Nafta,2005,684,2019-10-28,2019-10-28
860,dag031,25,Nafta,1999,692,2019-10-28,2019-10-28
851,fez357,36,Nafta,2006,696,2019-10-28,2019-10-28
830,div481,21,Nafta,2000,674,2019-10-28,2019-10-28
828,mjl239,60,Nafta,2013,672,2019-10-28,2019-10-28
829,mie862,25,Nafta,2012,673,2019-10-28,2019-10-28
833,arl272,115,Nafta,1994,164,2019-10-28,2019-10-28
834,jvq002,21,Nafta,2011,677,2019-10-28,2019-10-28
832,jsi399,9,Nafta,2011,676,2019-10-28,2019-10-28
835,rlq363,106,Nafta,1995,209,2019-10-28,2019-10-28
836,jej073,19,Nafta,2010,678,2019-10-28,2019-10-28
818,fcf012,51,Diesel,2006,141,2019-10-28,2019-10-28
823,hqp882,24,Nafta,2010,667,2019-10-28,2019-10-28
46,fhd935,21,Diesel,2005,664,2019-10-28,2019-10-28
820,edl776,7,Diesel,2001,665,2019-10-28,2019-10-28
821,jfn867,36,Nafta,2010,666,2019-10-28,2019-10-28
815,mbm029,24,Nafta,2013,661,2019-10-28,2019-10-28
826,mrw011,73,Nafta,2014,670,2019-10-28,2019-10-28
827,erg539,26,Nafta,2002,671,2019-10-28,2019-10-28
824,jjn696,29,Nafta,2010,668,2019-10-28,2019-10-28
819,jfx390,33,Nafta,2010,496,2019-10-28,2019-10-28
825,eaw448,9,Nafta,2002,669,2019-10-28,2019-10-28
822,jvk057,26,Nafta,2012,360,2019-10-28,2019-10-28
817,anw653,68,Nafta,1995,663,2019-10-28,2019-10-28
801,nii261,21,Nafta,2014,93,2019-10-28,2019-10-28
800,mvb102,57,Diesel,2014,650,2019-10-28,2019-10-28
803,gij527,111,Nafta,2010,652,2019-10-28,2019-10-28
804,ezm984,21,Nafta,2005,653,2019-10-28,2019-10-28
805,ipp290,7,Diesel,2009,654,2019-10-28,2019-10-28
26,bwm701,22,Nafta,1998,636,2019-10-28,2019-10-28
798,fsc674,96,Diesel,2005,248,2019-10-28,2019-10-28
799,khs182,70,Nafta,2010,649,2019-10-28,2019-10-28
807,gkj388,7,Diesel,2007,655,2019-10-28,2019-10-28
808,npo786,25,Nafta,2011,656,2019-10-28,2019-10-28
810,gxl871,9,Nafta,2008,657,2019-10-28,2019-10-28
809,eal705,21,Nafta,2001,280,2019-10-28,2019-10-28
797,kab920,2,Nafta,2012,648,2019-10-28,2019-10-28
796,jpn939,87,Nafta,2011,647,2019-10-28,2019-10-28
793,eod085,21,Nafta,2010,644,2019-10-28,2019-10-28
792,lvg424,6,Nafta,2010,184,2019-10-28,2019-10-28
816,iti752,114,Diesel,2009,662,2019-10-28,2019-10-28
811,kzu640,73,Nafta,2011,658,2019-10-28,2019-10-28
802,izx148,90,Nafta,2010,651,2019-10-28,2019-10-28
812,hnm694,16,Nafta,2010,659,2019-10-28,2019-10-28
813,flx684,26,Nafta,2006,660,2019-10-28,2019-10-28
814,fpa506,6,Nafta,2010,490,2019-10-28,2019-10-28
788,kkx595,16,Nafta,2011,640,2019-10-28,2019-10-28
782,keq075,95,Nafta,2011,633,2019-10-28,2019-10-28
779,byp524,32,Nafta,1997,630,2019-10-28,2019-10-28
783,kwl552,6,Nafta,2009,634,2019-10-28,2019-10-28
780,csu128,32,Nafta,1998,631,2019-10-28,2019-10-28
784,jui867,16,Nafta,2010,635,2019-10-28,2019-10-28
794,gye649,31,Nafta,2010,645,2019-10-28,2019-10-28
781,gux288,6,Nafta,2005,632,2019-10-28,2019-10-28
785,dvz452,22,Nafta,2002,637,2019-10-28,2019-10-28
789,jfo622,25,Nafta,2009,641,2019-10-28,2019-10-28
790,gci503,26,Nafta,2005,642,2019-10-28,2019-10-28
758,lbe365,60,Nafta,2011,610,2019-10-28,2019-10-28
786,ixh335,60,Nafta,2010,638,2019-10-28,2019-10-28
787,epw414,29,Nafta,2010,639,2019-10-28,2019-10-28
791,dck954,36,Nafta,1997,643,2019-10-28,2019-10-28
766,kou928,112,Nafta,2010,617,2019-10-28,2019-10-28
764,fya092,21,Nafta,2007,615,2019-10-28,2019-10-28
765,jpe143,59,Nafta,2009,616,2019-10-28,2019-10-28
772,kcw138,26,Nafta,2009,622,2019-10-28,2019-10-28
771,ixb782,26,Nafta,2010,621,2019-10-28,2019-10-28
773,lts592,85,Nafta,2013,623,2019-10-28,2019-10-28
769,hkk558,25,Nafta,2007,620,2019-10-28,2019-10-28
767,hcz314,26,Nafta,2008,618,2019-10-28,2019-10-28
770,kkc647,73,Nafta,2010,235,2019-10-28,2019-10-28
768,kbu789,33,Nafta,2010,619,2019-10-28,2019-10-28
763,gjm330,7,Diesel,2007,614,2019-10-28,2019-10-28
774,gfk867,41,Nafta,2010,624,2019-10-28,2019-10-28
777,iqc083,21,Diesel,2010,628,2019-10-28,2019-10-28
757,eul243,25,Nafta,2008,352,2019-10-28,2019-10-28
775,ccw774,113,Diesel,1997,626,2019-10-28,2019-10-28
759,mif547,25,Nafta,2012,611,2019-10-28,2019-10-28
761,ehj805,16,Nafta,2005,168,2019-10-28,2019-10-28
762,eik338,36,Nafta,1995,613,2019-10-28,2019-10-28
753,kca448,5,Diesel,2011,118,2019-10-28,2019-10-28
756,czy008,25,Nafta,1998,609,2019-10-28,2019-10-28
760,jev211,25,Nafta,2010,612,2019-10-28,2019-10-28
751,ino634,33,Nafta,2010,605,2019-10-28,2019-10-28
379,hqw461,7,Diesel,2006,625,2019-10-28,2019-10-28
752,jkr241,111,Nafta,2011,606,2019-10-28,2019-10-28
795,ckn524,26,Nafta,1998,646,2019-10-28,2019-10-28
754,jpq548,29,Nafta,2011,608,2019-10-28,2019-10-28
581,lef571,25,Nafta,2010,607,2019-10-28,2019-10-28
741,bxw590,6,Diesel,1998,103,2019-10-28,2019-10-28
746,etg840,6,Nafta,1998,600,2019-10-28,2019-10-28
778,bmy541,32,Nafta,1998,629,2019-10-28,2019-10-28
287,dtu744,32,Diesel,1998,601,2019-10-28,2019-10-28
749,fhd936,29,Nafta,2009,603,2019-10-28,2019-10-28
755,mbq122,60,Nafta,2013,333,2019-10-28,2019-10-28
748,mvn158,29,Nafta,2013,602,2019-10-28,2019-10-28
745,jic077,24,Nafta,2010,147,2019-10-28,2019-10-28
744,kys521,9,Nafta,2010,599,2019-10-28,2019-10-28
776,euu658,54,Nafta,2006,627,2019-10-28,2019-10-28
743,jvn344,61,Nafta,2012,598,2019-10-28,2019-10-28
724,eke723,34,Diesel,2008,119,2019-10-28,2019-10-28
723,jng415,70,Nafta,2010,119,2019-10-28,2019-10-28
720,nga836,87,Nafta,2013,222,2019-10-28,2019-10-28
725,fig617,53,Diesel,2006,119,2019-10-28,2019-10-28
750,hjs393,2,Nafta,2009,604,2019-10-28,2019-10-28
721,gue696,25,Nafta,2005,595,2019-10-28,2019-10-28
722,gej056,110,Nafta,2008,596,2019-10-28,2019-10-28
726,lbn912,85,Nafta,2012,119,2019-10-28,2019-10-28
727,jja117,71,Nafta,2012,119,2019-10-28,2019-10-28
715,fob776,35,Diesel,2007,591,2019-10-28,2019-10-28
716,jmx532,67,Nafta,2011,592,2019-10-28,2019-10-28
728,jii769,71,Nafta,2010,119,2019-10-28,2019-10-28
717,ehj499,43,Diesel,2004,593,2019-10-28,2019-10-28
718,hme971,37,Nafta,2009,135,2019-10-28,2019-10-28
729,jeg280,84,Diesel,2009,121,2019-10-28,2019-10-28
719,hil528,7,Diesel,2008,594,2019-10-28,2019-10-28
742,erx276,7,Diesel,2008,597,2019-10-28,2019-10-28
730,fin857,26,Nafta,2006,121,2019-10-28,2019-10-28
714,ita305,27,Nafta,2010,590,2019-10-28,2019-10-28
713,ffp990,109,Nafta,2009,589,2019-10-28,2019-10-28
706,bct712,32,Nafta,1997,584,2019-10-28,2019-10-28
707,del475,25,Nafta,2000,585,2019-10-28,2019-10-28
705,fje277,107,Nafta,2006,2,2019-10-28,2019-10-28
704,dtr041,32,Diesel,2000,355,2019-10-28,2019-10-28
710,eoz843,16,Nafta,2004,587,2019-10-28,2019-10-28
711,avc204,22,Nafta,1995,588,2019-10-28,2019-10-28
709,euo544,36,Nafta,2005,586,2019-10-28,2019-10-28
712,nga842,87,Nafta,2013,214,2019-10-28,2019-10-28
731,kca926,75,Nafta,2012,119,2019-10-28,2019-10-28
701,ejz186,21,Nafta,2004,582,2019-10-28,2019-10-28
702,rry968,106,Diesel,1996,301,2019-10-28,2019-10-28
703,jbc479,29,Nafta,2010,583,2019-10-28,2019-10-28
679,ido210,78,Nafta,2011,564,2019-10-28,2019-10-28
682,idu846,7,Diesel,2009,567,2019-10-28,2019-10-28
683,kfd568,26,Nafta,2010,568,2019-10-28,2019-10-28
680,dvs291,21,Nafta,2001,565,2019-10-28,2019-10-28
732,isc586,60,Nafta,2010,119,2019-10-28,2019-10-28
678,fcr473,105,Nafta,2005,45,2019-10-28,2019-10-28
687,ilt022,27,Diesel,2010,419,2019-10-28,2019-10-28
598,ewm978,29,Nafta,2002,563,2019-10-28,2019-10-28
685,njw719,41,Nafta,2014,147,2019-10-28,2019-10-28
684,esv151,7,Diesel,2005,569,2019-10-28,2019-10-28
700,joz146,29,Nafta,2009,581,2019-10-28,2019-10-28
676,mfw484,61,Nafta,2013,562,2019-10-28,2019-10-28
688,laz186,29,Nafta,2009,570,2019-10-28,2019-10-28
689,hwo403,67,Nafta,2010,571,2019-10-28,2019-10-28
686,fgx918,93,Diesel,2007,301,2019-10-28,2019-10-28
690,jzj045,60,Nafta,2009,572,2019-10-28,2019-10-28
681,ard963,26,Nafta,1995,566,2019-10-28,2019-10-28
693,fzl869,21,Nafta,2012,574,2019-10-28,2019-10-28
691,ijt187,61,Nafta,2010,20,2019-10-28,2019-10-28
692,iev162,13,Nafta,2010,573,2019-10-28,2019-10-28
698,gdu735,26,Nafta,2006,579,2019-10-28,2019-10-28
699,gqh783,51,Diesel,2010,580,2019-10-28,2019-10-28
694,hal053,29,Nafta,2010,575,2019-10-28,2019-10-28
669,jrf712,21,Nafta,2012,556,2019-10-28,2019-10-28
733,lbn915,85,Nafta,2013,119,2019-10-28,2019-10-28
696,lid749,21,Nafta,2010,577,2019-10-28,2019-10-28
697,ixo873,14,Nafta,2010,578,2019-10-28,2019-10-28
695,ijj296,21,Nafta,2008,576,2019-10-28,2019-10-28
675,keq106,33,Nafta,2011,374,2019-10-28,2019-10-28
734,jmg410,70,Nafta,2011,119,2019-10-28,2019-10-28
674,gwq915,9,Nafta,2008,561,2019-10-28,2019-10-28
672,jtc616,55,Nafta,2011,559,2019-10-28,2019-10-28
671,eys216,21,Nafta,2006,558,2019-10-28,2019-10-28
673,jkd171,25,Nafta,2010,560,2019-10-28,2019-10-28
670,gmz028,29,Nafta,2007,557,2019-10-28,2019-10-28
973,LDA206,25,Nafta,2007,778,2019-10-28,2019-10-28
735,exh773,51,Diesel,2005,119,2019-10-28,2019-10-28
736,jng397,70,Nafta,2010,119,2019-10-28,2019-10-28
663,eym620,36,Nafta,2005,2,2019-10-28,2019-10-28
668,grz519,57,Diesel,2004,555,2019-10-28,2019-10-28
662,ggw366,7,Diesel,2010,551,2019-10-28,2019-10-28
660,hej542,26,Nafta,2008,550,2019-10-28,2019-10-28
661,lbh751,71,Nafta,2011,206,2019-10-28,2019-10-28
664,kbu114,45,Diesel,2011,13,2019-10-28,2019-10-28
737,lbn914,85,Nafta,2012,119,2019-10-28,2019-10-28
738,ggs964,6,Nafta,2006,119,2019-10-28,2019-10-28
665,rou307,6,Nafta,1994,552,2019-10-28,2019-10-28
667,fhf397,47,Nafta,2006,554,2019-10-28,2019-10-28
666,djy139,26,Nafta,2001,553,2019-10-28,2019-10-28
739,jks723,35,Nafta,2009,119,2019-10-28,2019-10-28
659,cis124,45,Diesel,1998,549,2019-10-28,2019-10-28
740,jhk695,51,Diesel,2010,119,2019-10-28,2019-10-28
657,gta052,7,Diesel,2007,547,2019-10-28,2019-10-28
658,irz027,8,Nafta,2010,548,2019-10-28,2019-10-28
652,eho897,47,Nafta,2004,543,2019-10-28,2019-10-28
656,iev165,25,Nafta,2009,546,2019-10-28,2019-10-28
653,cux179,47,Nafta,1999,544,2019-10-28,2019-10-28
654,mck199,100,Nafta,2011,545,2019-10-28,2019-10-28
655,eqs884,29,Nafta,2000,260,2019-10-28,2019-10-28
648,kgl919,35,Nafta,2011,539,2019-10-28,2019-10-28
650,kqk920,33,Nafta,2010,541,2019-10-28,2019-10-28
649,gxy641,104,Nafta,2010,540,2019-10-28,2019-10-28
651,irs244,70,Nafta,2010,542,2019-10-28,2019-10-28
646,lbk482,70,Nafta,2012,537,2019-10-28,2019-10-28
647,ftc832,21,Nafta,2007,538,2019-10-28,2019-10-28
640,dza588,51,Diesel,2001,532,2019-10-28,2019-10-28
644,jbc609,21,Nafta,2010,471,2019-10-28,2019-10-28
641,edw405,26,Nafta,2005,533,2019-10-28,2019-10-28
645,gof253,29,Nafta,2007,536,2019-10-28,2019-10-28
639,icc064,21,Nafta,2009,319,2019-10-28,2019-10-28
643,eps155,6,Nafta,2004,535,2019-10-28,2019-10-28
630,jsq375,28,Nafta,2012,119,2019-10-28,2019-10-28
620,lnx544,91,Nafta,2012,123,2019-10-28,2019-10-28
627,ijz736,29,Nafta,2010,529,2019-10-28,2019-10-28
621,eno806,29,Nafta,2003,524,2019-10-28,2019-10-28
622,kaz021,70,Nafta,2010,525,2019-10-28,2019-10-28
624,jqs856,21,Nafta,2011,526,2019-10-28,2019-10-28
623,cua717,35,Diesel,1999,27,2019-10-28,2019-10-28
629,joz273,26,Nafta,2011,531,2019-10-28,2019-10-28
631,jng413,70,Nafta,2012,119,2019-10-28,2019-10-28
628,ccq532,94,Nafta,1999,530,2019-10-28,2019-10-28
619,hlj420,6,Nafta,2010,523,2019-10-28,2019-10-28
625,czw255,16,Nafta,1999,527,2019-10-28,2019-10-28
626,lcx379,26,Nafta,2011,528,2019-10-28,2019-10-28
618,ivx170,102,Nafta,2009,522,2019-10-28,2019-10-28
612,jac633,25,Nafta,2011,257,2019-10-28,2019-10-28
632,bnp284,103,Diesel,1996,119,2019-10-28,2019-10-28
617,emg551,7,Diesel,1998,521,2019-10-28,2019-10-28
616,gvs994,26,Nafta,2005,520,2019-10-28,2019-10-28
614,coo814,32,Nafta,1998,518,2019-10-28,2019-10-28
633,gpz614,7,Diesel,2005,121,2019-10-28,2019-10-28
571,jfu275,82,Nafta,2011,481,2019-10-28,2019-10-28
573,ihi166,41,Nafta,2010,483,2019-10-28,2019-10-28
634,jhk696,51,Diesel,2012,119,2019-10-28,2019-10-28
574,koi030,71,Nafta,2012,320,2019-10-28,2019-10-28
575,did807,16,Nafta,1997,484,2019-10-28,2019-10-28
596,igk990,21,Nafta,2008,503,2019-10-28,2019-10-28
597,jeg165,21,Nafta,2010,42,2019-10-28,2019-10-28
576,ivi766,21,Nafta,2011,485,2019-10-28,2019-10-28
599,iuc308,25,Nafta,2010,505,2019-10-28,2019-10-28
610,hul276,29,Nafta,2005,386,2019-10-28,2019-10-28
605,byo785,26,Nafta,1998,510,2019-10-28,2019-10-28
570,hfw993,21,Nafta,2009,113,2019-10-28,2019-10-28
609,icl414,24,Nafta,2008,514,2019-10-28,2019-10-28
607,fnf297,18,Nafta,2005,512,2019-10-28,2019-10-28
606,bah058,15,Diesel,1997,511,2019-10-28,2019-10-28
589,djd436,101,Nafta,2001,203,2019-10-28,2019-10-28
593,cde197,45,Diesel,1997,500,2019-10-28,2019-10-28
638,fkv997,33,Diesel,2005,119,2019-10-28,2019-10-28
608,dam986,32,Diesel,2000,513,2019-10-28,2019-10-28
568,lvq400,100,Nafta,2012,479,2019-10-28,2019-10-28
567,ico322,26,Nafta,2010,478,2019-10-28,2019-10-28
587,kfl199,59,Nafta,2009,495,2019-10-28,2019-10-28
588,frd197,6,Nafta,2005,496,2019-10-28,2019-10-28
569,fig191,21,Nafta,2005,480,2019-10-28,2019-10-28
